"playerID","yearID","stint","teamID","lgID","G.x","AB.x","R.x","H.x","X2B.x","X3B.x","HR.x","RBI.x","SB.x","CS.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","P_RC2002","P_OPS"
2158,1981,1,66,1,98,339,40,77,19,1,2,29,10,10,41,43,1,0,3,1,6,0.519466666666666,0.444
2160,1981,1,66,1,89,301,24,76,9,3,1,19,11,6,19,23,1,2,5,3,9,1.46161616161616,0.664
2161,1981,1,93,1,59,156,15,33,3,3,6,12,0,0,24,17,2,0,0,0,10,10.2231636363636,0.862
2179,1981,1,66,1,94,364,35,91,17,1,9,38,4,2,19,50,0,0,4,3,10,0.609722222222221,0.432
2180,1981,1,86,0,59,119,11,26,5,1,3,11,5,2,13,17,0,0,2,1,0,4.67783333333334,0.707
2214,1981,1,66,1,102,439,54,133,10,7,1,32,34,8,18,42,3,4,3,1,5,1.53760683760684,0.615
2215,1981,1,93,1,105,388,52,114,25,1,13,68,11,1,43,41,3,1,1,7,13,5.20690793650794,0.558
2227,1981,1,58,0,54,110,10,23,4,1,0,12,2,1,11,22,4,0,3,2,4,-0.210666666666667,0
2243,1981,1,72,0,42,86,5,18,2,0,3,7,0,0,6,14,0,0,0,0,2,4.6521595959596,1.032
2253,1981,1,83,1,96,377,50,103,15,5,10,49,4,1,22,37,1,2,4,6,4,3.76890505050505,0.785
48,1982,1,125,0,38,95,3,15,1,1,0,4,1,0,0,44,0,0,9,0,2,-0.0482666666666671,0
118,1982,1,30,1,157,608,80,160,24,1,24,93,10,4,57,69,7,7,0,8,18,3.6036,0.997
140,1982,1,4,0,118,386,34,95,11,1,3,44,4,4,37,40,9,3,7,3,10,1.416,0.775
197,1982,1,30,1,143,472,42,121,17,0,7,58,0,2,39,34,2,0,23,5,9,2.00789239766082,0.673
224,1982,1,125,0,58,62,6,17,4,0,0,4,0,0,11,10,0,0,0,0,2,0.762888888888889,0.833
238,1982,1,83,1,40,108,16,29,4,1,4,10,0,3,9,17,0,2,3,0,3,2.9345,2.5
287,1982,1,4,0,89,240,35,52,2,0,0,7,21,8,25,35,0,0,3,0,1,-0.1,0
320,1982,1,30,1,138,523,88,167,25,5,3,44,10,17,67,49,5,2,16,4,9,1.59558095238095,0.569
358,1982,1,4,0,157,534,57,144,25,2,20,86,7,3,57,57,13,0,0,6,11,-1.1,0.091
420,1982,1,83,1,155,654,104,205,38,3,32,121,2,3,32,53,7,0,4,6,4,4.29525333333333,0.594
496,1982,1,30,1,153,575,94,173,42,5,30,97,7,5,66,80,7,1,4,9,18,2.541,0.771
538,1982,1,30,1,158,623,109,175,37,2,28,84,2,1,86,58,1,5,3,8,14,0.95804057971014,0.483
575,1982,1,83,1,69,178,24,44,4,1,2,14,10,4,4,8,0,0,5,2,5,0.0311999999999999,0
637,1982,1,30,1,150,480,46,121,14,2,3,56,2,4,14,22,1,2,26,6,7,-0.229924183006538,0.25
645,1982,1,125,0,36,73,7,15,3,1,0,3,0,0,3,20,0,0,14,0,1,1.23075555555556,1.167
688,1982,1,83,1,132,447,48,132,17,2,4,43,6,3,26,36,3,2,7,3,6,5.13910697674419,0.735
691,1982,1,4,0,69,15,1,2,0,0,0,0,0,0,2,6,0,0,2,0,0,-0.1,0
775,1982,1,125,0,76,166,21,47,7,1,2,23,11,3,8,29,2,1,0,3,2,1.99503703703704,0.879
788,1982,1,30,1,145,506,74,132,28,5,19,65,3,3,82,109,3,8,6,3,13,1.69084912280702,0.6
856,1982,1,4,0,48,150,16,43,3,0,2,16,7,4,14,28,0,1,0,2,3,-0.1,0
891,1982,1,125,0,136,515,65,145,20,5,19,104,3,2,37,80,8,1,1,14,13,5.76509090909091,0.681
902,1982,1,125,0,160,579,79,173,33,6,7,94,19,11,100,67,19,2,1,12,10,6.27708641975309,0.788
909,1982,1,125,0,135,493,83,131,19,4,0,36,25,12,57,56,2,2,3,5,5,2.84126913580247,0.519
936,1982,1,4,0,140,499,85,130,24,0,32,97,3,5,66,75,3,4,0,3,13,-0.442848484848485,0.182
948,1982,1,83,1,98,300,31,78,11,2,4,38,0,2,21,39,2,0,1,4,2,-1.13103703703704,0.067
952,1982,1,4,0,145,532,75,132,25,1,9,59,4,3,59,62,5,3,20,4,5,0.496355555555557,0.444
976,1982,1,125,0,102,238,17,70,14,1,0,34,0,1,23,23,3,0,0,3,11,6.11074509803921,1.412
991,1982,1,30,1,153,530,92,146,17,1,39,101,4,5,85,156,12,2,0,4,10,0.496000000000002,0.478
992,1982,1,30,1,53,142,15,47,6,0,2,19,0,1,10,12,0,2,4,1,3,0.705555555555555,2
1235,1982,1,30,1,138,472,89,141,38,1,21,86,7,8,58,72,4,3,5,7,9,7.85666666666667,1.539
1335,1982,1,125,0,123,422,43,125,12,8,4,56,24,12,12,58,2,2,2,1,9,6.55959658119658,0.887
1397,1982,1,83,1,160,666,136,201,26,8,19,71,41,9,69,93,1,1,10,5,9,8.86780329218107,0.869
1400,1982,1,83,1,96,275,40,78,14,3,16,55,0,2,32,38,2,1,5,0,4,2.17688888888889,0.583
1407,1982,1,83,1,133,456,53,116,22,4,6,45,2,10,29,49,2,1,4,2,11,8.3274606060606,0.89
1452,1982,1,4,0,162,598,113,168,23,2,36,109,23,11,93,134,9,3,0,4,10,0.760614141414139,0.545
1510,1982,1,125,0,137,470,55,136,22,5,2,34,11,9,40,31,6,1,3,2,11,4.2274406504065,0.575
1519,1982,1,83,1,159,602,92,147,22,1,34,102,3,5,70,81,13,4,0,1,6,3.41977777777777,0.625
1605,1982,1,4,0,16,18,2,3,2,0,0,0,0,0,3,6,0,0,5,0,0,-0.310666666666667,0
1639,1982,1,4,0,56,120,5,33,7,0,2,22,0,0,13,12,2,1,0,0,2,-0.1,0
1651,1982,1,125,0,120,373,46,86,18,5,12,48,1,1,66,66,6,2,1,3,8,9.11588113695091,1.009
1685,1982,1,4,0,157,609,74,169,24,4,10,52,27,14,36,49,7,3,16,5,10,0.609722222222221,0.432
1688,1982,1,125,0,112,256,18,59,8,2,1,21,6,5,22,34,3,1,11,0,7,-0.110666666666667,0
1792,1982,1,4,0,108,261,43,77,13,2,2,25,14,6,22,36,1,2,5,3,3,-0.454666666666668,0.364
1898,1982,1,83,1,137,539,73,145,29,0,23,97,0,0,32,40,5,2,1,7,20,3.6408111111111,0.588
1919,1982,1,125,0,156,592,120,182,35,8,8,69,68,26,64,74,2,9,3,4,11,5.90293953488371,0.795
1920,1982,1,125,0,140,488,58,121,24,1,2,43,25,5,68,32,12,2,4,5,10,5.84576666666667,0.703
1992,1982,1,125,0,23,42,1,5,0,1,0,0,0,0,1,24,0,0,4,0,0,-0.0688,0
2002,1982,1,125,0,70,8,1,1,0,0,0,1,0,0,0,1,0,0,2,1,0,-0.1,0
2032,1982,1,125,0,66,124,18,32,9,0,7,18,1,1,36,31,1,4,0,1,1,-0.307333333333333,0.143
2044,1982,1,83,1,158,567,96,139,29,1,39,112,3,7,84,143,5,4,5,6,10,0.164137198067628,0.345
2157,1982,1,4,0,150,563,94,150,24,6,16,80,33,10,50,107,9,6,1,6,9,1.44933333333333,0.788
2175,1982,1,4,0,84,143,21,34,7,2,4,17,2,2,23,33,3,0,0,2,3,-0.210666666666667,0
2189,1982,2,30,1,55,102,17,25,4,2,1,11,4,0,7,17,1,0,2,0,1,-0.110666666666667,0
2253,1982,1,83,1,156,635,129,210,46,12,29,114,14,3,54,63,2,1,4,10,19,9.43376068376068,0.931
72,1983,1,5,1,47,104,12,23,7,0,4,13,0,0,9,18,0,0,0,2,2,0.694644444444444,1.5
83,1983,1,33,1,156,596,76,167,33,2,20,99,7,5,49,85,13,1,3,6,15,-0.28643137254902,0.301
84,1983,1,72,0,149,531,71,138,25,1,15,73,7,1,72,59,2,2,4,7,9,3.80729166666667,1.08
188,1983,1,5,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.279466666666667,0
234,1983,1,72,0,146,455,64,102,14,2,20,66,5,1,83,81,12,1,0,4,13,-0.932,0
267,1983,1,5,1,124,378,63,104,14,4,3,31,12,5,31,33,2,0,4,3,1,-0.29111111111111,0.311
322,1983,1,102,0,37,97,9,19,5,0,0,1,0,0,2,20,0,0,6,0,2,-0.12526913580247,0.25
453,1983,2,33,1,99,334,47,84,9,4,1,40,24,6,29,44,0,2,4,5,9,2.9654962962963,0.8
455,1983,2,5,1,81,221,16,46,9,1,3,27,3,4,15,52,0,1,8,2,12,-0.121715277777781,0.285
472,1983,1,5,1,140,459,49,108,19,0,5,41,1,1,47,29,2,2,7,5,20,-0.405549206349207,0.269
489,1983,1,5,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.221333333333333,0
499,1983,1,102,0,158,497,60,126,15,7,4,45,11,4,53,77,18,0,11,4,7,1.41883333333333,0.46
504,1983,1,5,1,128,347,33,80,16,2,4,32,1,1,40,54,1,3,5,5,9,4.17933333333333,0.917
506,1983,1,102,0,36,77,7,13,1,0,0,2,2,0,2,16,0,0,17,0,2,0.114215873015873,0.333
519,1983,1,102,0,136,471,49,111,17,0,15,64,1,4,38,57,4,2,4,1,10,3.00283870967741,0.644
563,1983,1,5,1,100,196,37,56,17,1,8,38,1,1,31,29,3,0,1,1,3,3.04299145299145,1.135
564,1983,1,33,1,127,256,30,59,10,1,1,32,11,4,18,29,0,2,11,3,8,0.301388888888888,0.5
622,1983,1,72,0,54,148,16,37,8,1,2,22,1,0,11,39,0,0,7,1,4,-0.0473968253968255,0.286
626,1983,1,33,1,138,488,85,141,26,4,26,86,9,6,46,88,3,6,2,3,8,0.803654320987654,0.458
630,1983,1,5,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110666666666667,0
632,1983,1,33,1,114,262,42,62,16,5,3,31,5,1,29,22,0,2,7,2,8,-0.348479012345678,0.125
642,1983,1,5,1,103,407,63,114,30,4,9,55,9,2,29,55,1,3,3,6,9,1.4666432748538,0.675
800,1983,1,102,0,136,245,25,74,12,3,0,29,3,5,34,16,4,1,1,3,6,-0.82905982905983,0.154
806,1983,1,72,0,160,584,87,174,28,6,32,103,23,7,72,110,12,2,0,6,11,2.94027777777778,0.938
828,1983,1,33,1,101,126,17,37,9,1,5,22,0,1,23,16,4,0,0,2,1,0.0069444444444442,0.25
874,1983,1,102,0,124,351,45,93,9,5,6,32,20,12,36,55,7,3,0,2,11,-0.510666666666666,0
954,1983,1,102,0,27,54,4,5,0,0,0,3,0,0,2,32,0,1,5,0,0,-0.642666666666668,0
1094,1983,1,33,1,145,520,75,132,19,3,35,100,8,3,39,150,8,8,0,3,10,1.14474074074074,0.873
1135,1983,2,72,0,64,64,6,11,1,1,1,1,0,2,3,8,0,0,0,0,1,-0.210666666666667,0
1137,1983,1,72,0,141,481,63,135,25,3,17,66,30,11,34,52,5,2,2,5,9,0.187555555555557,0.343
1138,1983,2,5,1,26,42,8,13,2,0,1,4,0,2,1,11,0,0,0,1,1,1.22435555555556,0.7
1155,1983,1,33,1,141,501,95,142,20,7,3,34,77,12,42,36,2,2,4,2,4,3.67362222222222,0.833
1156,1983,1,33,1,145,408,55,99,21,5,4,42,3,1,51,56,1,1,6,5,7,0.586166666666665,0.432
1168,1983,2,102,0,101,258,34,80,20,8,8,38,5,3,31,46,6,3,1,2,8,0.157091358024692,0.397
1183,1983,2,102,0,18,39,8,11,1,0,0,7,1,0,5,9,0,0,1,0,0,2.09805990338164,0.654
1224,1983,1,5,1,122,310,52,87,13,2,15,60,2,1,49,55,1,1,0,6,2,3.67916666666667,0.929
1232,1983,1,33,1,144,502,73,128,26,1,32,95,2,1,70,117,6,11,0,10,10,0.605464052287582,0.435
1242,1983,1,102,0,97,324,27,89,14,2,4,32,7,6,17,31,5,1,2,1,9,2.49008695652174,0.739
1252,1983,1,72,0,42,62,5,12,1,1,1,6,0,0,5,14,0,0,1,0,1,-0.210666666666667,0
1268,1983,1,72,0,140,465,47,132,17,1,17,65,7,3,43,127,4,5,0,5,8,0.22998611111111,0.588
1299,1983,1,102,0,132,446,66,115,18,2,10,50,13,9,69,81,3,0,4,7,8,8.24844836601307,1.145
1340,1983,1,5,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
1414,1983,1,72,0,47,53,4,15,3,0,3,8,0,0,1,11,0,0,0,0,2,-0.210666666666667,0
1424,1983,1,102,0,123,404,72,93,20,1,16,59,18,2,89,54,1,4,1,6,13,3.42696608187135,0.675
1457,1983,1,5,1,156,582,115,178,30,3,33,111,5,1,86,90,13,3,0,9,13,6.43816296296296,0.848
1498,1983,1,5,1,73,184,25,51,11,1,5,24,0,0,16,31,1,2,0,0,5,0.0781999999999998,0.25
1554,1983,1,33,1,115,420,65,129,32,3,9,63,6,1,25,58,4,3,4,4,9,1.50308641975309,0.583
1587,1983,1,72,0,34,60,2,6,0,0,1,4,0,0,0,21,0,0,1,0,2,0.705555555555555,2
1609,1983,1,102,0,91,253,18,61,11,2,6,43,1,0,28,57,1,1,0,3,9,0.619474747474746,0.545
1716,1983,1,72,0,32,71,4,20,2,0,0,3,0,0,2,28,0,0,10,0,1,-0.3008,0
1736,1983,1,5,1,162,663,121,211,47,2,27,102,0,4,58,97,0,0,0,5,24,4.93271794871795,0.718
1771,1983,1,5,1,115,323,45,84,13,0,19,64,2,2,30,35,2,4,4,5,9,3.23577777777777,1.166
1787,1983,1,102,0,151,493,52,121,14,3,0,45,7,7,52,28,5,2,1,7,11,4.83674901960784,0.757
1801,1983,1,72,0,131,451,47,111,13,1,1,30,13,9,33,31,4,4,12,2,5,2.25887058823529,0.661
1814,1983,1,5,1,66,134,23,34,7,0,3,12,8,4,16,17,0,1,1,0,4,-0.1,0
1820,1983,1,102,0,18,65,14,18,1,2,2,5,3,2,4,16,1,1,0,1,1,-0.1,0
1846,1983,1,72,0,155,623,94,175,18,5,5,41,56,30,58,73,3,1,8,2,8,1.32636339869281,0.544
1853,1983,1,102,0,154,534,104,136,16,4,40,109,7,8,128,148,17,3,0,4,10,3.66247447447446,0.642
1885,1983,1,5,1,126,325,52,84,15,2,5,27,15,2,18,64,2,0,6,0,2,2.92872222222222,0.683
1904,1983,1,5,1,151,507,52,140,21,3,18,84,0,2,99,83,19,1,2,3,22,1.23205555555556,0.76
1956,1983,1,33,1,143,153,21,34,4,1,1,11,3,3,22,11,3,2,2,1,2,-0.4,0
1976,1983,1,5,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541777777777778,0
2040,1983,1,72,0,118,192,38,48,6,6,2,8,9,3,27,36,2,2,4,2,4,2.27021234567901,1
2107,1983,1,72,0,36,91,5,17,3,0,1,9,0,1,1,23,0,0,12,1,2,0.0187222222222214,0.25
2131,1983,1,102,0,55,140,11,30,7,0,6,23,0,2,8,34,0,3,0,0,8,0.400814814814814,0.667
2143,1983,1,33,1,118,307,32,83,16,3,10,55,2,1,28,57,3,2,0,3,3,0.737111111111111,0.833
2243,1983,1,72,0,113,335,31,68,8,3,15,41,1,1,23,57,4,1,6,1,15,0.55752380952381,0.619
88,1984,1,66,1,126,438,58,107,23,2,28,77,0,0,45,139,5,4,0,1,9,-0.13977777777778,0.258
148,1984,1,52,1,120,271,42,74,8,5,7,44,3,4,33,40,2,3,3,6,4,0.218718518518517,0.333
161,1984,1,114,0,59,80,7,16,3,0,1,9,0,0,14,19,1,1,0,0,6,4.44,1.189
162,1984,1,66,1,66,134,18,26,6,1,2,9,1,2,6,44,0,0,5,0,2,-0.110666666666667,0
187,1984,1,114,0,37,92,10,21,5,1,4,15,0,1,3,21,0,0,1,1,2,0.705555555555555,2
204,1984,1,35,0,55,98,17,29,2,2,2,14,5,1,13,22,2,0,0,1,1,-0.221333333333333,0
211,1984,1,35,0,133,391,33,87,14,2,0,17,10,4,28,24,5,0,3,1,4,0.687999999999997,0.517
228,1984,1,66,1,104,377,42,107,21,3,13,69,0,2,38,37,6,0,0,7,11,0.77276923076923,0.462
236,1984,1,52,1,113,224,32,55,11,4,5,26,6,6,19,33,0,1,8,1,2,-0.521333333333334,0
240,1984,1,114,0,85,171,28,43,7,2,3,29,16,4,11,33,0,0,2,3,6,-0.800097354497357,0.148
256,1984,1,35,0,41,5,1,1,0,0,0,1,0,0,2,1,0,0,1,0,0,-0.1,0
341,1984,1,52,1,70,141,16,33,5,2,4,17,1,0,10,33,0,0,4,0,4,3.3992350877193,0.839
355,1984,1,35,0,146,505,71,121,27,0,25,97,3,2,61,108,10,6,0,8,10,2.00351515151515,0.641
409,1984,1,66,1,90,287,36,81,9,2,1,23,9,6,14,33,0,3,4,3,3,-0.699999999999999,0
428,1984,1,35,0,105,146,24,40,5,0,0,8,9,3,10,23,2,1,3,0,1,1.04844444444444,2
484,1984,1,35,0,150,523,55,134,25,2,19,94,5,6,47,99,15,1,1,7,20,5.03567953216374,1.202
509,1984,1,35,0,143,536,94,149,26,5,3,32,45,17,63,60,0,2,11,0,5,3.73205656565657,0.939
561,1984,1,35,0,137,473,86,132,30,4,23,96,16,8,69,86,11,1,0,5,8,1.31571428571428,0.64
571,1984,2,35,0,24,55,1,6,0,0,0,1,0,0,1,25,0,0,1,0,1,-0.210666666666667,0
602,1984,1,52,1,131,401,60,93,11,1,16,63,2,2,77,70,10,0,1,4,7,2.11921720430107,0.5
631,1984,1,114,0,86,128,24,35,3,3,2,10,4,1,12,17,1,3,2,1,1,1.5765,1.417
690,1984,1,52,1,110,327,45,94,17,1,5,52,6,7,17,35,2,2,0,2,8,-0.426920634920638,0.286
710,1984,1,114,0,161,617,72,175,27,2,8,86,1,2,24,64,3,1,1,10,25,5.21105714285714,0.767
724,1984,1,52,1,149,531,92,150,23,10,27,91,29,9,63,103,6,8,3,6,4,10.0455927927928,1.186
803,1984,1,52,1,86,176,25,47,5,0,8,17,1,0,36,36,5,2,1,1,1,1.23038518518518,0.804
822,1984,1,114,0,158,606,88,213,21,10,5,71,33,18,59,23,13,2,6,2,15,5.822069250646,0.767
879,1984,1,35,0,44,81,12,27,3,0,2,8,1,0,10,15,2,0,0,0,2,0.226777777777778,0.5
907,1984,1,52,1,125,407,52,114,18,5,7,43,6,2,32,63,1,2,1,3,8,4.75016666666667,1.017
976,1984,2,66,1,78,235,27,60,16,2,5,30,0,1,13,15,3,0,0,6,7,0.536111111111111,1
1025,1984,1,52,1,116,355,43,88,14,1,12,50,10,6,40,67,1,1,4,2,6,-0.1,0
1044,1984,1,66,1,47,103,11,31,6,0,1,10,1,3,4,9,0,1,0,1,4,0.194444444444445,0.4
1046,1984,1,52,1,79,215,26,61,12,1,12,37,2,4,21,47,0,0,0,1,5,-0.508074074074075,0.111
1076,1984,1,114,0,148,530,54,127,16,1,14,57,1,2,33,99,8,2,0,5,16,3.03433333333333,0.574
1119,1984,1,52,1,84,140,32,40,12,0,2,22,2,2,25,28,1,1,0,2,2,-0.179466666666667,0
1131,1984,1,35,0,25,54,4,12,4,0,2,7,0,0,0,7,0,1,1,1,0,0.871777777777777,3
1174,1984,1,52,1,141,509,77,146,34,6,20,76,5,5,51,83,9,7,2,4,16,0.291927777777779,0.385
1207,1984,1,114,0,31,68,6,15,1,1,3,15,0,0,6,21,0,0,1,1,1,-0.110666666666667,0
1216,1984,2,35,0,16,17,5,4,1,0,0,0,3,0,6,5,0,0,0,0,0,-0.1,0
1273,1984,1,114,0,149,488,64,122,28,2,13,66,1,3,68,82,4,4,0,10,7,1.24858858858858,0.42
1299,1984,1,35,0,147,491,101,143,21,2,14,82,17,8,103,97,2,3,1,10,10,3.41979259259259,1.029
1351,1984,1,66,1,106,317,30,96,13,4,3,42,0,3,34,47,3,1,0,9,10,1.57733333333333,2.5
1352,1984,1,114,0,147,525,68,146,26,6,20,75,3,6,34,69,8,0,3,9,14,2.97348571428572,1.029
1421,1984,1,35,0,140,495,59,138,17,3,16,80,1,4,34,71,5,3,2,5,16,3.12061111111111,0.794
1439,1984,1,66,1,146,522,64,148,25,6,15,70,10,12,28,73,2,1,2,4,23,0.395692307692308,0.397
1479,1984,1,114,0,124,395,56,90,11,1,20,65,0,0,58,55,4,5,0,7,12,3.00942857142857,0.507
1538,1984,1,66,1,122,403,50,120,23,7,9,50,0,1,28,39,8,2,1,4,6,0.15,0.4
1575,1984,1,52,1,147,578,75,137,16,2,33,98,2,3,41,120,6,2,2,6,12,5.59101587301587,0.848
1683,1984,1,114,0,48,59,12,7,1,0,2,9,0,0,13,14,1,0,1,0,2,-0.2,0
1816,1984,1,114,0,93,228,20,55,7,2,3,17,11,7,6,38,1,0,2,0,5,0.327999999999999,0.75
1826,1984,1,35,0,156,636,114,200,36,19,19,84,32,7,52,101,3,3,5,4,7,4.51299393939394,0.928
1829,1984,1,35,0,24,42,3,5,0,0,0,5,0,0,3,18,0,1,4,1,0,-0.210666666666667,0
1886,1984,1,66,1,138,481,64,136,24,4,8,53,19,6,41,91,3,1,5,3,6,0.327777777777778,0.333
1892,1984,1,114,0,32,69,7,17,3,0,3,10,0,0,0,23,0,1,6,0,4,-0.110666666666667,0
1910,1984,1,66,1,124,409,48,108,27,4,4,42,0,0,20,55,4,2,8,7,8,1.76868686868687,0.727
1996,1984,1,114,0,47,54,5,10,3,0,1,12,0,0,4,15,1,1,0,0,2,-0.321333333333334,0
2001,1984,2,35,0,20,56,3,14,3,0,0,6,0,0,2,18,0,0,5,0,1,2.38166666666667,1.5
2031,1984,1,114,0,148,493,40,127,19,3,2,35,8,3,39,81,23,1,0,2,10,5.54724684684685,0.743
2051,1984,1,114,0,32,58,1,11,1,0,0,4,0,0,3,10,0,0,7,0,1,0.705555555555555,2
2072,1984,1,52,1,139,555,85,174,34,5,14,69,19,13,60,63,2,3,6,2,8,10.9307543543543,1.306
2080,1984,1,35,0,32,61,4,8,0,0,0,3,0,0,4,21,0,0,5,1,1,0.562385185185185,1
2125,1984,1,35,0,44,74,5,14,1,0,0,4,0,0,3,11,1,4,2,0,3,-0.1,0
2158,1984,1,66,1,63,170,18,38,6,0,1,10,4,6,14,31,0,0,4,1,1,-0.110666666666667,0
2160,1984,1,66,1,97,171,17,31,7,1,2,10,6,6,21,34,0,0,4,0,6,-0.1,0
2176,1984,1,52,1,143,558,90,161,25,1,13,56,6,5,62,63,5,0,4,5,9,2.89759039039038,0.587
2179,1984,1,66,1,129,479,58,130,22,5,17,56,5,5,27,72,3,2,4,3,11,-0.453919191919192,0.182
2184,1984,1,114,0,36,61,0,3,0,0,0,1,0,0,1,12,0,0,6,0,0,-0.310666666666667,0
2188,1984,1,114,0,158,596,106,154,19,7,3,34,70,21,75,57,1,3,14,4,2,5.34458181818181,0.738
2214,1984,1,66,1,128,541,81,163,24,9,2,44,47,5,39,56,2,3,2,3,7,0.0323492063492079,0.368
2227,1984,1,35,0,87,98,13,23,4,1,3,10,2,1,15,21,0,0,2,1,3,-0.110666666666667,0
41,1985,1,72,0,77,221,24,44,6,0,4,18,5,4,35,42,3,1,4,1,4,0.455916666666666,0.375
48,1985,1,125,0,38,94,2,10,2,0,0,8,3,1,5,50,0,0,7,0,2,-0.0706666666666669,0.6
82,1985,1,72,0,74,118,8,29,3,1,0,7,1,0,3,5,0,1,8,0,3,-0.1,0
88,1985,1,66,1,160,600,74,146,28,2,36,88,1,1,52,166,4,5,0,5,14,4.82933333333332,0.536
95,1985,1,134,1,155,539,94,156,34,9,27,84,22,8,66,143,5,4,0,3,14,4.05596190476191,0.797
128,1985,1,134,1,157,607,87,167,28,6,28,95,21,6,43,90,6,8,0,8,8,3.9576,0.762
162,1985,1,66,1,81,138,21,26,5,1,1,6,1,4,17,34,0,0,5,0,1,4.37387700258398,0.635
170,1985,1,66,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110666666666667,0
224,1985,1,125,0,64,67,7,16,4,0,1,6,0,0,10,9,1,1,0,1,0,-0.3,0
228,1985,1,66,1,155,550,108,184,38,5,30,112,9,1,103,49,31,3,0,9,12,13.3267409836066,1.075
234,1985,1,72,0,129,438,64,110,19,0,21,66,4,2,54,72,4,0,2,2,9,0.461809523809524,0.548
280,1985,1,134,1,86,191,19,49,9,3,6,28,0,1,34,36,1,0,0,2,7,-0.1,0
294,1985,2,72,0,57,192,20,56,11,0,0,22,6,2,14,21,1,0,2,0,0,-0.998666666666667,0.154
339,1985,1,72,0,36,10,0,1,0,0,0,0,0,0,1,4,0,0,2,0,0,-0.210666666666667,0
348,1985,2,125,0,28,76,14,33,4,1,6,19,5,1,5,7,2,0,0,1,2,1.4154982078853,0.48
379,1985,1,125,0,126,442,71,124,26,3,22,87,1,4,83,88,14,2,0,5,10,8.7179012345679,0.82
402,1985,1,125,0,151,636,107,170,20,10,1,40,110,25,50,115,1,0,5,1,3,0.795771428571429,0.571
409,1985,1,66,1,131,314,32,64,5,1,2,20,4,4,16,29,0,6,12,1,8,-0.433333333333333,0
433,1985,1,125,0,35,79,3,12,1,0,0,6,0,0,4,24,0,1,8,1,1,-0.31863492063492,0.143
494,1985,1,125,0,57,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.536111111111111,1
499,1985,1,125,0,59,72,11,16,5,0,0,7,2,2,4,16,0,0,1,1,0,-0.1,0
556,1985,1,72,0,142,562,74,137,24,6,6,39,38,8,38,113,4,3,13,4,9,2.22624093567251,0.708
616,1985,1,134,1,161,564,71,163,31,10,2,51,13,6,43,41,2,2,7,2,12,3.16833675213675,0.763
619,1985,1,134,1,30,74,6,23,4,0,4,16,0,0,6,16,0,0,0,1,2,0.534444444444444,1
694,1985,1,134,1,146,600,70,169,25,4,8,65,28,15,15,41,2,4,5,3,13,3.41512457912458,0.67
806,1985,1,72,0,137,487,99,156,22,2,33,87,12,4,83,68,14,6,0,5,13,2.86726666666667,0.685
854,1985,1,125,0,43,52,5,13,4,0,0,8,0,0,2,3,0,0,0,1,2,0.182888888888889,0.4
909,1985,1,125,0,159,596,97,180,38,3,8,110,31,3,80,55,5,2,5,13,6,6.90727272727273,0.753
910,1985,1,72,0,37,76,5,15,1,0,0,4,1,0,4,20,0,1,10,0,0,0.688825396825398,0.571
937,1985,1,125,0,49,16,1,1,0,0,0,0,0,0,3,5,0,0,2,0,0,-0.110666666666667,0
976,1985,1,66,1,64,130,7,29,9,1,1,21,0,1,8,16,2,0,0,0,6,1.93274074074074,1.417
977,1985,1,134,1,131,288,33,90,22,1,7,37,3,6,21,26,3,0,2,1,6,0.167624999999999,0.321
985,1985,1,66,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.653333333333334,0
1018,1985,2,134,1,24,73,4,20,0,0,1,10,0,0,9,15,0,0,0,1,1,3.70311111111111,0.874
1026,1985,1,72,0,17,15,0,2,1,0,0,2,0,0,1,2,1,0,0,0,2,-0.1,0
1044,1985,1,66,1,110,152,12,32,7,0,0,9,0,1,8,15,0,3,4,2,6,1.97155555555556,2.333
1049,1985,1,125,0,72,112,14,22,6,0,0,11,2,1,31,27,0,1,2,0,3,-0.510666666666666,0
1137,1985,1,72,0,147,482,70,129,26,2,12,50,15,5,33,37,2,1,3,8,9,4.00147368421052,0.977
1138,1985,1,125,0,85,161,21,45,8,2,4,21,1,4,19,30,1,0,1,0,3,8.41795555555556,0.913
1169,1985,1,66,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.709007407407408,0
1244,1985,2,72,0,34,114,20,41,4,0,2,15,7,1,10,11,0,3,0,1,3,5.4039962962963,1.083
1252,1985,1,72,0,121,213,20,48,7,1,5,19,1,1,19,40,4,0,2,1,3,-0.0473968253968255,0.286
1268,1985,1,72,0,135,518,72,152,27,2,28,95,3,10,37,137,6,3,2,4,8,2.47966666666666,0.685
1302,1985,2,72,0,43,63,10,14,2,1,3,13,0,1,8,14,2,1,1,3,0,0.705555555555555,2
